Wall time,Step,Value
1707637544.656056,145,0.8597246408462524
1707637544.799235,146,0.8562822937965393
1707637544.925464,147,0.8511187434196472
1707637545.074798,148,0.8545610904693604
1707637545.201168,149,0.8605852127075195
1707637545.36668,150,0.8373494148254395
1707637545.499873,151,0.8390705585479736
1707637545.639328,152,0.8648881316184998
1707637545.769263,153,0.8356282114982605
1707637545.976303,154,0.8623063564300537
1707637546.100906,155,0.8605852127075195
1707637546.252888,156,0.8519793748855591
1707637546.391608,157,0.846815824508667
1707637546.531067,158,0.8407917618751526
1707637546.673378,159,0.8588640093803406
1707637546.829793,160,0.8476763963699341
1707637546.981541,161,0.8192771077156067
1707637547.112195,162,0.8450946807861328
1707637547.247616,163,0.8709121942520142
1707637547.380186,164,0.8623063564300537
1707637547.529594,165,0.8674699068069458
1707637547.672676,166,0.871772825717926
1707637547.787733,167,0.8760757446289062
1707637547.897969,168,0.8554216623306274
1707637548.03518,169,0.8416523337364197
1707637548.169403,170,0.8192771077156067
1707637548.279596,171,0.8287435173988342
1707637548.406456,172,0.8390705585479736
1707637548.531775,173,0.848537027835846
1707637548.681686,174,0.8631669282913208
1707637548.822456,175,0.8631669282913208
1707637548.948675,176,0.8648881316184998
1707637549.086516,177,0.8726333975791931
1707637549.225571,178,0.8657487034797668
1707637549.351712,179,0.7882960438728333
1707637549.511751,180,0.8166953325271606
1707637549.65504,181,0.8339070677757263
1707637549.776674,182,0.848537027835846
1707637549.901195,183,0.8648881316184998
1707637549.996908,184,0.8666092753410339
1707637550.142147,185,0.8803786635398865
1707637550.250187,186,0.8838210105895996
1707637550.385835,187,0.8743545413017273
1707637550.53033,188,0.8364887833595276
1707637550.665831,189,0.8588640093803406
1707637550.785855,190,0.8803786635398865
1707637550.918738,191,0.8777968883514404
1707637551.042483,192,0.8605852127075195
1707637551.162978,193,0.8571428656578064
1707637551.273126,194,0.8425129055976868
1707637551.418528,195,0.8537005186080933
1707637551.5568,196,0.8640275597572327
1707637551.682363,197,0.8872633576393127
1707637551.828596,198,0.8201376795768738
1707637551.977761,199,0.8296041488647461
1707637552.120363,200,0.8571428656578064
1707637552.246367,201,0.8786574602127075
1707637552.359578,202,0.8743545413017273
1707637552.510034,203,0.8674699068069458
1707637552.61776,204,0.8528399467468262
1707637552.746391,205,0.8459552526473999
1707637552.891833,206,0.8683304786682129
1707637553.014754,207,0.8666092753410339
1707637553.152644,208,0.8347676396369934
1707637553.262366,209,0.8537005186080933
1707637553.377234,210,0.8218588829040527
1707637553.498285,211,0.8657487034797668
1707637553.672311,212,0.8605852127075195
1707637553.848995,213,0.8907057046890259
1707637553.986348,214,0.8700516223907471
1707637554.107755,215,0.8442341089248657
1707637554.252989,216,0.8253012299537659
1707637554.379233,217,0.8235800266265869
1707637554.489943,218,0.8407917618751526
1707637554.608994,219,0.8674699068069458
1707637554.73833,220,0.8631669282913208
1707637554.863072,221,0.8786574602127075
1707637555.00852,222,0.8777968883514404
1707637555.125829,223,0.8743545413017273
1707637555.26721,224,0.8580034375190735
1707637555.417673,225,0.848537027835846
1707637555.551179,226,0.8562822937965393
1707637555.677586,227,0.8803786635398865
1707637555.803149,228,0.8846815824508667
1707637555.928762,229,0.8648881316184998
1707637556.074378,230,0.8734939694404602
1707637556.193638,231,0.8786574602127075
1707637556.312806,232,0.8786574602127075
1707637556.431493,233,0.891566276550293
1707637556.563519,234,0.8803786635398865
1707637556.750936,235,0.8786574602127075
1707637556.901694,236,0.8614457845687866
1707637557.015565,237,0.8511187434196472
1707637557.147212,238,0.8597246408462524
1707637557.278403,239,0.8838210105895996
1707637557.410786,240,0.8829604387283325
1707637557.552329,241,0.8571428656578064
1707637557.700537,242,0.8726333975791931
1707637557.830583,243,0.8838210105895996
1707637557.989575,244,0.871772825717926
1707637558.104697,245,0.8700516223907471
1707637558.220996,246,0.8864027261734009
1707637558.362631,247,0.8864027261734009
1707637558.491396,248,0.8743545413017273
1707637558.613735,249,0.9027538895606995
1707637558.768397,250,0.8777968883514404
1707637558.91322,251,0.8855421543121338
1707637559.061546,252,0.8838210105895996
1707637559.183222,253,0.8907057046890259
1707637559.310605,254,0.8812392354011536
1707637559.465278,255,0.8795180916786194
1707637559.594873,256,0.849397599697113
1707637559.70348,257,0.8726333975791931
1707637559.830822,258,0.8975903391838074
1707637559.940591,259,0.8726333975791931
1707637560.064239,260,0.86919105052948
1707637560.194616,261,0.8760757446289062
1707637560.318451,262,0.86919105052948
1707637560.445632,263,0.8846815824508667
1707637560.584954,264,0.8881239295005798
1707637560.697672,265,0.871772825717926
1707637560.823307,266,0.8889845013618469
1707637560.954171,267,0.8743545413017273
1707637561.071044,268,0.8881239295005798
1707637561.19151,269,0.848537027835846
1707637561.320687,270,0.8425129055976868
1707637561.469131,271,0.8588640093803406
1707637561.607673,272,0.8442341089248657
1707637561.740301,273,0.8846815824508667
1707637561.875315,274,0.8864027261734009
1707637562.01267,275,0.8855421543121338
1707637562.125131,276,0.871772825717926
1707637562.25963,277,0.8588640093803406
1707637562.388374,278,0.8459552526473999
1707637562.546585,279,0.8631669282913208
1707637562.690661,280,0.8846815824508667
1707637562.823575,281,0.8846815824508667
1707637562.944614,282,0.8752151727676392
1707637563.05968,283,0.8330464959144592
1707637563.192863,284,0.8425129055976868
1707637563.3332,285,0.8674699068069458
1707637563.46341,286,0.846815824508667
1707637563.581983,287,0.86919105052948
1707637563.714737,288,0.9010326862335205
1707637563.865423,289,0.8795180916786194
1707637564.007385,290,0.8855421543121338
1707637564.141431,291,0.8838210105895996
1707637564.26947,292,0.8777968883514404
1707637564.390029,293,0.889845073223114
1707637564.504483,294,0.8932874202728271
1707637564.648571,295,0.8855421543121338
1707637564.788279,296,0.8803786635398865
1707637564.94202,297,0.8846815824508667
1707637565.055437,298,0.8881239295005798
1707637565.19679,299,0.8864027261734009
1707637565.324334,300,0.8864027261734009
1707637565.438652,301,0.8872633576393127
1707637565.546003,302,0.8709121942520142
1707637565.677355,303,0.8924268484115601
1707637565.800262,304,0.8700516223907471
1707637565.945625,305,0.8760757446289062
1707637566.066485,306,0.8760757446289062
1707637566.212548,307,0.8769363164901733
1707637566.368735,308,0.8838210105895996
1707637566.520188,309,0.8838210105895996
1707637566.63086,310,0.8476763963699341
1707637566.763341,311,0.8580034375190735
1707637566.898731,312,0.871772825717926
1707637567.01879,313,0.8760757446289062
1707637567.159633,314,0.8623063564300537
1707637567.287802,315,0.8313252925872803
1707637567.423135,316,0.8390705585479736
1707637567.54732,317,0.8777968883514404
1707637567.687603,318,0.8743545413017273
1707637567.851579,319,0.8889845013618469
1707637568.005768,320,0.8872633576393127
1707637568.148123,321,0.8752151727676392
1707637568.284716,322,0.8700516223907471
1707637568.428581,323,0.891566276550293
1707637568.560584,324,0.9087779521942139
1707637568.688199,325,0.8734939694404602
1707637568.811723,326,0.8614457845687866
1707637568.951719,327,0.8674699068069458
1707637569.068193,328,0.8820998072624207
1707637569.174403,329,0.8734939694404602
1707637569.286618,330,0.8734939694404602
1707637569.41544,331,0.8786574602127075
1707637569.561783,332,0.8769363164901733
1707637569.709296,333,0.8795180916786194
1707637569.822343,334,0.8760757446289062
1707637569.973523,335,0.8545610904693604
1707637570.081867,336,0.8829604387283325
1707637570.21367,337,0.8347676396369934
1707637570.339674,338,0.8545610904693604
1707637570.46115,339,0.8855421543121338
1707637570.600567,340,0.8872633576393127
1707637570.732994,341,0.8924268484115601
1707637570.859843,342,0.8700516223907471
1707637571.012289,343,0.8786574602127075
1707637571.145992,344,0.8390705585479736
1707637571.279781,345,0.8321858644485474
1707637571.421951,346,0.8528399467468262
1707637571.539584,347,0.8623063564300537
1707637571.667994,348,0.8597246408462524
1707637571.806294,349,0.9027538895606995
1707637571.933244,350,0.8683304786682129
1707637572.034949,351,0.8812392354011536
1707637572.177835,352,0.891566276550293
1707637572.315249,353,0.8752151727676392
1707637572.413304,354,0.8562822937965393
1707637572.514231,355,0.8950086236000061
1707637572.640916,356,0.8958691954612732
1707637572.782047,357,0.8872633576393127
1707637572.909747,358,0.8958691954612732
1707637573.040027,359,0.8993115425109863
1707637573.186637,360,0.9036144614219666
1707637573.320027,361,0.8820998072624207
1707637573.442568,362,0.8812392354011536
1707637573.588771,363,0.8820998072624207
1707637573.732745,364,0.8820998072624207
1707637573.855171,365,0.8777968883514404
1707637573.993968,366,0.8726333975791931
1707637574.117081,367,0.8777968883514404
1707637574.277503,368,0.8803786635398865
1707637574.427942,369,0.8786574602127075
1707637574.564116,370,0.8889845013618469
1707637574.729162,371,0.8967297673225403
1707637574.877571,372,0.8907057046890259
1707637574.995898,373,0.8580034375190735
1707637575.1222,374,0.8571428656578064
1707637575.243973,375,0.9027538895606995
1707637575.360521,376,0.8864027261734009
1707637575.48121,377,0.8752151727676392
1707637575.619188,378,0.889845073223114
1707637575.737024,379,0.8864027261734009
1707637575.842474,380,0.8803786635398865
1707637575.972774,381,0.8984509706497192
1707637576.082044,382,0.8571428656578064
1707637576.196692,383,0.8683304786682129
1707637576.343999,384,0.871772825717926
1707637576.483312,385,0.8820998072624207
1707637576.603519,386,0.8743545413017273
1707637576.718667,387,0.8631669282913208
1707637576.858541,388,0.8433734774589539
1707637577.009404,389,0.8786574602127075
1707637577.13914,390,0.8820998072624207
1707637577.278463,391,0.8339070677757263
1707637577.424704,392,0.8407917618751526
1707637577.568618,393,0.8321858644485474
1707637577.718005,394,0.8726333975791931
1707637577.851051,395,0.8511187434196472
1707637577.986703,396,0.8769363164901733
1707637578.120793,397,0.8666092753410339
1707637578.254007,398,0.8760757446289062
1707637578.38252,399,0.8829604387283325
1707637578.537821,400,0.8889845013618469
1707637578.646415,401,0.8648881316184998
1707637578.767652,402,0.8623063564300537
1707637578.880221,403,0.8700516223907471
1707637579.000155,404,0.8795180916786194
1707637579.131879,405,0.8932874202728271
1707637579.272464,406,0.8932874202728271
1707637579.393643,407,0.891566276550293
1707637579.507581,408,0.8881239295005798
1707637579.619887,409,0.8769363164901733
1707637579.732482,410,0.8795180916786194
1707637579.870635,411,0.8941479921340942
1707637580.003617,412,0.8958691954612732
1707637580.160055,413,0.8838210105895996
1707637580.290276,414,0.8941479921340942
1707637580.44157,415,0.8993115425109863
1707637580.562618,416,0.8459552526473999
1707637580.695374,417,0.8562822937965393
1707637580.815385,418,0.8984509706497192
1707637580.927461,419,0.8864027261734009
1707637581.038984,420,0.8605852127075195
1707637581.164379,421,0.8967297673225403
1707637581.284313,422,0.8519793748855591
1707637581.419295,423,0.8709121942520142
1707637581.555484,424,0.8855421543121338
1707637581.667269,425,0.8924268484115601
1707637581.790742,426,0.8760757446289062
1707637581.906959,427,0.8743545413017273
1707637582.044682,428,0.8648881316184998
1707637582.18766,429,0.8640275597572327
1707637582.327238,430,0.8709121942520142
1707637582.456857,431,0.8777968883514404
1707637582.578829,432,0.8855421543121338
1707637582.720902,433,0.8743545413017273
1707637582.845543,434,0.8881239295005798
1707637582.979016,435,0.8881239295005798
1707637583.123695,436,0.9027538895606995
1707637583.242252,437,0.891566276550293
1707637583.400172,438,0.8984509706497192
1707637583.568767,439,0.8950086236000061
1707637583.702402,440,0.8889845013618469
1707637583.811847,441,0.8760757446289062
1707637583.916337,442,0.8967297673225403
1707637584.04382,443,0.8700516223907471
1707637584.183491,444,0.8683304786682129
1707637584.324278,445,0.8734939694404602
1707637584.450839,446,0.8941479921340942
1707637584.606795,447,0.8820998072624207
1707637584.732199,448,0.8700516223907471
1707637584.845925,449,0.8881239295005798
1707637584.954986,450,0.8700516223907471
1707637585.084428,451,0.8528399467468262
1707637585.252689,452,0.8734939694404602
1707637585.39229,453,0.8975903391838074
1707637585.504352,454,0.8855421543121338
1707637585.586531,455,0.8993115425109863
1707637585.684649,456,0.8855421543121338
1707637585.768667,457,0.8881239295005798
1707637585.850508,458,0.8932874202728271
1707637585.931848,459,0.86919105052948
1707637586.013572,460,0.8769363164901733
1707637586.095982,461,0.9001721143722534
1707637586.177798,462,0.889845073223114
1707637586.266653,463,0.8640275597572327
1707637586.382381,464,0.8950086236000061
1707637586.502281,465,0.8640275597572327
1707637586.609205,466,0.8795180916786194
1707637586.704966,467,0.8347676396369934
1707637586.804776,468,0.8838210105895996
1707637586.915823,469,0.8941479921340942
1707637587.054246,470,0.8975903391838074
1707637587.164327,471,0.8932874202728271
1707637587.307502,472,0.8855421543121338
1707637587.424048,473,0.8648881316184998
1707637587.545896,474,0.8881239295005798
1707637587.65298,475,0.8769363164901733
1707637587.751753,476,0.8846815824508667
1707637587.850181,477,0.8700516223907471
1707637587.939443,478,0.8760757446289062
1707637588.031092,479,0.8838210105895996
1707637588.118824,480,0.8803786635398865
1707637588.216495,481,0.8648881316184998
1707637588.355701,482,0.8838210105895996
1707637588.475089,483,0.8820998072624207
1707637588.593212,484,0.9104991555213928
1707637588.721329,485,0.8838210105895996
1707637588.839576,486,0.8872633576393127
1707637588.954578,487,0.9104991555213928
1707637589.035901,488,0.9104991555213928
1707637589.116221,489,0.8846815824508667
1707637589.20446,490,0.8777968883514404
1707637589.354464,491,0.9010326862335205
1707637589.479421,492,0.9036144614219666
1707637589.596015,493,0.8734939694404602
1707637589.714868,494,0.7925989627838135
1707637589.840802,495,0.8571428656578064
1707637589.985906,496,0.8889845013618469
1707637590.114375,497,0.8442341089248657
1707637590.26352,498,0.8442341089248657
1707637590.420631,499,0.8760757446289062
1707637590.552793,500,0.8752151727676392
1707637590.677371,501,0.8812392354011536
1707637590.816709,502,0.9018932580947876
1707637590.927148,503,0.8846815824508667
1707637591.060492,504,0.8433734774589539
1707637591.176723,505,0.8795180916786194
1707637591.297474,506,0.8907057046890259
1707637591.419284,507,0.8709121942520142
1707637591.536261,508,0.8984509706497192
1707637591.654158,509,0.8734939694404602
1707637591.768734,510,0.8984509706497192
1707637591.879452,511,0.8941479921340942
1707637591.986076,512,0.8777968883514404
1707637592.115564,513,0.8777968883514404
1707637592.230301,514,0.8752151727676392
1707637592.342841,515,0.8846815824508667
1707637592.465898,516,0.8941479921340942
1707637592.588692,517,0.8924268484115601
1707637592.705197,518,0.9044750332832336
1707637592.817114,519,0.889845073223114
1707637592.932385,520,0.8700516223907471
1707637593.054482,521,0.8838210105895996
1707637593.17232,522,0.8967297673225403
1707637593.293684,523,0.9061962366104126
1707637593.413201,524,0.8932874202728271
1707637593.518763,525,0.8829604387283325
1707637593.620474,526,0.8795180916786194
1707637593.737489,527,0.8889845013618469
1707637593.856838,528,0.8967297673225403
1707637593.971363,529,0.8648881316184998
1707637594.097348,530,0.8967297673225403
1707637594.208032,531,0.86919105052948
1707637594.32137,532,0.8958691954612732
1707637594.426692,533,0.8855421543121338
1707637594.548074,534,0.8820998072624207
1707637594.65842,535,0.8795180916786194
1707637594.779837,536,0.889845073223114
1707637594.898047,537,0.8975903391838074
1707637595.015526,538,0.8829604387283325
1707637595.129751,539,0.8941479921340942
1707637595.244918,540,0.9199655652046204
1707637595.363354,541,0.9018932580947876
1707637595.488512,542,0.8975903391838074
1707637595.601187,543,0.8864027261734009
1707637595.719031,544,0.9079173803329468
1707637595.826609,545,0.8984509706497192
1707637595.969167,546,0.8459552526473999
1707637596.07665,547,0.8872633576393127
1707637596.200281,548,0.8820998072624207
1707637596.316582,549,0.8734939694404602
1707637596.432754,550,0.8743545413017273
1707637596.558172,551,0.889845073223114
1707637596.681881,552,0.8941479921340942
1707637596.807773,553,0.8932874202728271
1707637596.917373,554,0.8924268484115601
1707637597.038434,555,0.8820998072624207
1707637597.159069,556,0.8958691954612732
1707637597.287594,557,0.8846815824508667
1707637597.394698,558,0.8889845013618469
1707637597.504284,559,0.8554216623306274
1707637597.636857,560,0.8786574602127075
1707637597.767859,561,0.8734939694404602
1707637597.892241,562,0.8924268484115601
1707637598.003777,563,0.8958691954612732
1707637598.135574,564,0.8502581715583801
1707637598.256214,565,0.8614457845687866
1707637598.370805,566,0.8932874202728271
1707637598.49487,567,0.8889845013618469
1707637598.619126,568,0.8967297673225403
1707637598.780364,569,0.8864027261734009
1707637598.920795,570,0.9010326862335205
1707637599.029794,571,0.9087779521942139
1707637599.145534,572,0.8941479921340942
1707637599.243248,573,0.8984509706497192
1707637599.350529,574,0.8829604387283325
1707637599.475805,575,0.891566276550293
1707637599.587434,576,0.8950086236000061
1707637599.682287,577,0.8820998072624207
1707637599.799126,578,0.8812392354011536
1707637599.915441,579,0.8769363164901733
1707637600.02982,580,0.8605852127075195
1707637600.156451,581,0.8769363164901733
1707637600.28569,582,0.8726333975791931
1707637600.402779,583,0.8786574602127075
1707637600.520393,584,0.8743545413017273
1707637600.646583,585,0.8631669282913208
1707637600.782327,586,0.8881239295005798
1707637600.91023,587,0.8958691954612732
1707637601.022999,588,0.8950086236000061
1707637601.145232,589,0.8769363164901733
1707637601.254125,590,0.9018932580947876
1707637601.382443,591,0.8941479921340942
1707637601.543655,592,0.8416523337364197
1707637601.66641,593,0.8511187434196472
1707637601.79449,594,0.889845073223114
1707637601.909509,595,0.8777968883514404
1707637602.002025,596,0.8803786635398865
1707637602.11255,597,0.8502581715583801
1707637602.219939,598,0.8872633576393127
1707637602.347998,599,0.8648881316184998
1707637602.48907,600,0.8769363164901733
1707637602.627421,601,0.8812392354011536
1707637602.758819,602,0.9053356051445007
1707637602.885699,603,0.8889845013618469
1707637602.966168,604,0.8683304786682129
1707637603.065009,605,0.8967297673225403
1707637603.206585,606,0.8760757446289062
1707637603.311367,607,0.8752151727676392
1707637603.398355,608,0.8864027261734009
1707637603.51166,609,0.9087779521942139
1707637603.63934,610,0.8967297673225403
1707637603.771557,611,0.8838210105895996
1707637603.889907,612,0.8838210105895996
1707637604.013557,613,0.8528399467468262
1707637604.130766,614,0.8812392354011536
1707637604.245261,615,0.8889845013618469
1707637604.384287,616,0.8846815824508667
1707637604.483031,617,0.8838210105895996
1707637604.580817,618,0.889845073223114
1707637604.668358,619,0.8709121942520142
1707637604.76716,620,0.8958691954612732
1707637604.901055,621,0.8846815824508667
1707637605.024952,622,0.86919105052948
1707637605.162451,623,0.8907057046890259
1707637605.288013,624,0.9061962366104126
1707637605.410686,625,0.9096385836601257
1707637605.542995,626,0.8907057046890259
1707637605.677445,627,0.9044750332832336
1707637605.802896,628,0.891566276550293
1707637605.911067,629,0.8786574602127075
1707637606.037687,630,0.8950086236000061
1707637606.141518,631,0.8777968883514404
1707637606.255167,632,0.8657487034797668
1707637606.389118,633,0.891566276550293
1707637606.50395,634,0.912220299243927
1707637606.6197,635,0.8975903391838074
1707637606.74078,636,0.8296041488647461
1707637606.852608,637,0.8760757446289062
1707637606.987141,638,0.8984509706497192
1707637607.136147,639,0.8777968883514404
1707637607.273421,640,0.8872633576393127
1707637607.399245,641,0.8932874202728271
1707637607.553923,642,0.8967297673225403
1707637607.69682,643,0.8769363164901733
1707637607.824519,644,0.8709121942520142
1707637607.950341,645,0.8838210105895996
1707637608.076778,646,0.8993115425109863
1707637608.213241,647,0.9027538895606995
1707637608.338854,648,0.8442341089248657
1707637608.483019,649,0.8803786635398865
1707637608.594909,650,0.8803786635398865
1707637608.734637,651,0.8769363164901733
1707637608.878994,652,0.8786574602127075
1707637609.028671,653,0.8812392354011536
1707637609.171918,654,0.8597246408462524
1707637609.294466,655,0.8683304786682129
1707637609.426621,656,0.8803786635398865
1707637609.541805,657,0.8907057046890259
1707637609.69071,658,0.8769363164901733
1707637609.830071,659,0.8838210105895996
1707637609.951295,660,0.8588640093803406
1707637610.079986,661,0.8416523337364197
1707637610.227167,662,0.8640275597572327
1707637610.346347,663,0.8941479921340942
1707637610.485055,664,0.8941479921340942
1707637610.634311,665,0.9104991555213928
1707637610.770128,666,0.8984509706497192
1707637610.88253,667,0.8846815824508667
1707637610.990811,668,0.8803786635398865
1707637611.106606,669,0.8950086236000061
1707637611.255048,670,0.8752151727676392
1707637611.372935,671,0.8786574602127075
1707637611.501687,672,0.9070568084716797
1707637611.627881,673,0.8752151727676392
1707637611.760274,674,0.8511187434196472
1707637611.894999,675,0.8683304786682129
1707637612.016219,676,0.8932874202728271
1707637612.119006,677,0.8993115425109863
1707637612.251356,678,0.8881239295005798
1707637612.395708,679,0.9036144614219666
1707637612.528646,680,0.9173838496208191
1707637612.685776,681,0.9070568084716797
1707637612.816128,682,0.8984509706497192
1707637612.933729,683,0.8726333975791931
1707637613.045455,684,0.8967297673225403
1707637613.172709,685,0.8623063564300537
1707637613.305884,686,0.8855421543121338
1707637613.417046,687,0.8623063564300537
1707637613.549565,688,0.8941479921340942
1707637613.697021,689,0.9079173803329468
1707637613.840061,690,0.8683304786682129
1707637613.969678,691,0.8795180916786194
1707637614.104367,692,0.8838210105895996
1707637614.218066,693,0.891566276550293
1707637614.340732,694,0.8975903391838074
1707637614.468923,695,0.9087779521942139
1707637614.602498,696,0.889845073223114
1707637614.744294,697,0.9061962366104126
1707637614.882398,698,0.8958691954612732
1707637615.006475,699,0.9027538895606995
1707637615.142381,700,0.8872633576393127
